Business ID,Business Type,Date,Season,Weather,Location,Revenue,Profit,Growth Rate,Num Employees,GDP Growth,Inflation,Unemployment,Marketing Spend,Customer Rating,Tech Adoption,Sentiment Score
41866,Pet Shop,2024-04-07 21:36:29.137936,Summer,Hot,Visakhapatnam,22399,1313,0.053,16,0.01,0.041,0.058,1113,4.0,Low,0.71
22938,Hair Salon,2024-04-07 21:56:57.826211,Summer,Hot,Chennai,252646,27182,0.133,30,0.025,0.022,0.035,21222,3.8,High,0.68
41123,Hair Salon,2024-04-07 22:59:13.024072,Summer,Hot,Bangalore,183425,15808,0.164,19,0.034,0.037,0.075,12097,4.7,High,0.8
39812,Electrical Appliances,2024-04-07 23:10:57.766717,Summer,Very Hot,Thane,385287,72813,0.105,30,0.034,0.054,0.059,17649,3.1,Medium,0.37
34831,Bookstore,2024-04-07 23:42:42.013174,Summer,Hot,Lucknow,75391,3971,0.018,10,0.039,0.031,0.061,4496,4.2,Low,0.84
28874,Shoe Store,2024-04-07 23:44:28.089277,Summer,Mild,Patna,581095,57637,0.106,11,0.018,0.05,0.046,29489,3.2,Low,0.46
24382,Optician,2024-04-07 23:48:12.211642,Summer,Hot,Indore,389885,36373,0.1,3,0.04,0.036,0.032,4896,4.7,High,0.5
1194,Toy Shop,2024-04-07 23:52:46.424545,Summer,Very Hot,Indore,166190,27471,0.102,19,0.03,0.058,0.04,14405,3.5,Low,0.88
31882,Vegetable Vendor,2024-04-08 01:17:14.540242,Summer,Very Hot,Ahmedabad,195819,27691,0.015,37,0.013,0.024,0.035,8314,4.1,High,0.9
28668,Clothing Store,2024-04-08 01:22:53.057795,Summer,Hot,Ahmedabad,46320,6271,0.229,33,0.011,0.028,0.062,2641,4.3,Medium,0.74
21181,Optician,2024-04-08 01:50:11.352845,Summer,Hot,Hyderabad,428158,59168,0.063,28,0.013,0.043,0.041,32289,3.4,Low,0.88
42443,Optician,2024-04-08 01:51:44.222214,Summer,Hot,Lucknow,15459,860,0.167,36,0.028,0.06,0.074,477,3.8,High,0.31
2886,Flower Shop,2024-04-08 02:01:08.744720,Summer,Hot,Visakhapatnam,165103,12025,0.044,40,0.04,0.042,0.072,10342,3.2,Low,0.75
38358,Pet Shop,2024-04-08 03:21:33.552425,Summer,Very Hot,Kanpur,463302,79386,0.119,32,0.028,0.055,0.049,33395,3.8,Low,0.65
26921,Furniture Store,2024-04-08 03:44:10.791525,Summer,Very Hot,Bangalore,41923,7583,0.066,46,0.041,0.029,0.063,450,4.0,Low,0.51
20720,Ice Cream Parlor,2024-04-08 05:48:43.246644,Summer,Mild,Vadodara,482337,85896,0.137,15,0.037,0.055,0.077,18693,4.6,High,0.8
2740,Bakery,2024-04-08 08:13:26.723335,Summer,Hot,Patna,281645,23906,0.061,22,0.014,0.051,0.054,14626,3.0,Medium,0.4
19151,Pharmacy,2024-04-08 08:16:29.860182,Summer,Very Hot,Bhopal,469007,48028,0.046,33,0.047,0.02,0.069,12964,3.1,Low,0.99
892,Clothing Store,2024-04-08 08:27:53.380399,Summer,Hot,Kanpur,379040,32310,0.04,28,0.012,0.058,0.036,5178,3.8,High,0.77
8518,Grocery Store,2024-04-08 08:28:53.624233,Summer,Hot,Ahmedabad,431277,27150,0.054,6,0.043,0.033,0.033,27347,4.6,Medium,0.93
28760,Ice Cream Parlor,2024-04-08 09:31:14.072537,Summer,Hot,Pimpri-Chinchwad,500446,90410,0.082,16,0.018,0.04,0.066,35473,3.1,Low,0.76
44303,Tech Shop,2024-04-08 10:43:03.504350,Summer,Hot,Nagpur,217451,27774,0.136,39,0.043,0.055,0.054,7339,4.8,High,0.39
14948,Hair Salon,2024-04-08 11:06:15.893515,Summer,Mild,Indore,246086,42578,0.068,30,0.025,0.048,0.055,15868,4.4,Medium,0.35
27904,Spice Shop,2024-04-08 11:32:30.937607,Summer,Hot,Mumbai,464477,30480,0.211,22,0.014,0.045,0.079,4845,4.6,Medium,0.51
15864,Cyber Cafe,2024-04-08 12:30:48.115624,Summer,Very Hot,Chennai,78339,6090,0.011,48,0.031,0.04,0.078,1700,3.0,Medium,0.98
12113,Street Food Vendor,2024-04-08 12:53:55.269578,Summer,Mild,Bangalore,112703,21252,0.003,34,0.048,0.056,0.05,10367,4.0,Medium,0.68
5996,Toy Shop,2024-04-08 13:52:50.220053,Summer,Hot,Bhopal,415247,47784,0.022,14,0.033,0.052,0.046,9022,4.6,Low,0.83
26135,Hair Salon,2024-04-08 14:15:18.637447,Summer,Hot,Kanpur,237962,21412,0.06,14,0.031,0.037,0.034,12205,4.2,Low,0.67
21517,Fruit Vendor,2024-04-08 14:45:14.444286,Summer,Hot,Lucknow,152031,20319,0.01,24,0.039,0.03,0.032,3800,4.6,Medium,0.74
14231,Stationery Shop,2024-04-08 14:50:53.718621,Summer,Very Hot,Jaipur,308984,36533,0.116,3,0.042,0.022,0.052,4899,3.0,High,0.36
17886,Gym,2024-04-08 14:58:06.570313,Summer,Mild,Mumbai,490706,87307,0.097,20,0.041,0.028,0.054,7407,3.7,High,0.66
37747,Electrical Appliances,2024-04-08 15:29:33.462725,Summer,Hot,Mumbai,648673,64011,0.059,5,0.041,0.03,0.073,13667,3.9,Low,0.72
29515,Electrical Appliances,2024-04-08 15:31:07.187828,Summer,Mild,Nagpur,596680,101059,0.147,39,0.019,0.029,0.068,6850,3.0,High,0.93
42074,Photo Studio,2024-04-08 16:23:44.168994,Summer,Hot,Pune,83851,7453,0.052,36,0.035,0.026,0.032,2237,4.5,High,0.8
26136,Flower Shop,2024-04-08 16:29:29.637580,Summer,Hot,Delhi,395283,35521,0.178,11,0.015,0.035,0.032,8724,4.9,High,0.63
31117,Spice Shop,2024-04-08 17:10:45.423554,Summer,Hot,Indore,19517,1054,0.117,33,0.012,0.053,0.074,397,3.3,Low,0.65
28012,Fruit Vendor,2024-04-08 17:13:12.954116,Summer,Hot,Pimpri-Chinchwad,298381,41009,0.05,49,0.017,0.04,0.054,15307,4.2,Medium,0.96
24771,Auto Parts Shop,2024-04-08 17:42:05.310862,Summer,Hot,Bhopal,345108,39218,0.003,25,0.037,0.044,0.071,4011,4.3,High,0.44
18404,Fruit Vendor,2024-04-08 17:58:12.697315,Summer,Very Hot,Chennai,291793,37845,0.157,25,0.038,0.051,0.074,27361,3.0,Low,0.76
31142,Flower Shop,2024-04-08 18:43:06.427073,Summer,Hot,Thane,69649,12018,0.093,36,0.03,0.041,0.053,5708,5.0,High,0.41
49657,Flower Shop,2024-04-08 18:55:27.331131,Summer,Hot,Lucknow,319475,49796,0.129,9,0.04,0.033,0.04,7456,4.5,High,0.47
9743,Bakery,2024-04-08 18:56:32.804487,Summer,Hot,Nagpur,229924,16252,0.019,42,0.022,0.024,0.06,21612,3.0,Low,0.95
27144,Hair Salon,2024-04-08 19:18:42.823590,Summer,Very Hot,Thane,95581,14950,0.11,2,0.04,0.049,0.041,6970,4.3,Low,0.83
2163,Sweet Shop,2024-04-08 19:36:05.596744,Summer,Very Hot,Hyderabad,449596,70297,0.007,10,0.043,0.021,0.045,41490,4.8,Medium,0.77
23636,Sweet Shop,2024-04-08 19:42:41.004795,Summer,Hot,Bhopal,359334,56150,0.157,3,0.017,0.054,0.078,17221,3.9,Medium,0.54
36181,Bookstore,2024-04-08 20:15:49.224383,Summer,Very Hot,Jaipur,128243,11625,0.149,7,0.047,0.056,0.077,7370,3.2,Low,0.94
35813,Cyber Cafe,2024-04-08 20:53:34.165899,Summer,Very Hot,Mumbai,152387,31434,0.136,41,0.05,0.03,0.033,10257,4.3,High,0.88
29596,Flower Shop,2024-04-08 20:59:33.199260,Summer,Hot,Bangalore,451875,22124,0.06,29,0.047,0.057,0.049,10846,4.4,High,0.9
19424,Pharmacy,2024-04-08 21:27:49.923515,Summer,Hot,Kolkata,112740,19194,0.001,14,0.029,0.046,0.072,2090,3.8,High,0.62
17975,Ice Cream Parlor,2024-04-08 21:32:12.594021,Summer,Very Hot,Kolkata,310107,34094,0.117,14,0.028,0.053,0.066,15449,3.9,Low,0.56
34581,Street Food Vendor,2024-04-08 22:23:11.974084,Summer,Hot,Pune,478738,74648,0.009,17,0.043,0.059,0.062,38449,4.5,High,0.76
3812,Dry Cleaning Service,2024-04-08 22:24:11.886568,Summer,Very Hot,Lucknow,39930,6951,0.019,26,0.05,0.049,0.07,3209,4.2,Medium,1.0
25428,Pet Shop,2024-04-08 22:33:17.508001,Summer,Very Hot,Visakhapatnam,484094,44040,0.037,24,0.019,0.033,0.039,41704,4.0,Low,1.0
4561,Gym,2024-04-08 22:35:14.994313,Summer,Very Hot,Pimpri-Chinchwad,337098,49989,0.007,16,0.049,0.04,0.043,4039,4.7,High,0.39
43378,Electrical Appliances,2024-04-08 22:39:00.357842,Summer,Hot,Kolkata,591018,56563,0.129,1,0.017,0.029,0.064,15460,3.4,High,0.98
23280,Stationery Shop,2024-04-08 23:20:13.915303,Summer,Hot,Hyderabad,71992,12291,0.109,49,0.025,0.043,0.058,4534,4.6,Low,0.89
1889,Shoe Store,2024-04-08 23:20:29.543237,Summer,Hot,Lucknow,367160,65871,0.168,37,0.034,0.037,0.03,30814,3.2,High,0.43
47204,Hair Salon,2024-04-08 23:21:18.965041,Summer,Very Hot,Delhi,291219,53996,0.034,48,0.038,0.028,0.078,5845,4.9,Medium,0.36
49692,Pharmacy,2024-04-08 23:28:20.336420,Summer,Very Hot,Chennai,148911,28020,0.056,43,0.016,0.024,0.057,1861,4.7,High,0.31
1179,Cyber Cafe,2024-04-08 23:51:18.422440,Summer,Mild,Mumbai,458351,39637,0.015,45,0.015,0.043,0.034,22763,4.2,Low,0.65
26901,Clothing Store,2024-04-09 00:29:09.788740,Summer,Hot,Ahmedabad,242853,11775,0.109,11,0.05,0.036,0.07,19492,4.0,High,0.62
14994,Auto Parts Shop,2024-04-09 00:32:58.903397,Summer,Mild,Hyderabad,394312,60994,0.079,42,0.049,0.043,0.042,25896,4.9,Medium,0.46
39216,Hair Salon,2024-04-09 00:38:37.681696,Summer,Hot,Patna,470911,66953,0.108,1,0.024,0.047,0.051,37221,4.0,Medium,0.43
9967,Mobile Repair Shop,2024-04-09 00:59:41.836005,Summer,Hot,Chennai,107305,8914,0.124,45,0.045,0.035,0.063,1943,4.9,Medium,0.9
6901,Photo Studio,2024-04-09 02:50:11.358357,Summer,Very Hot,Mumbai,101462,15657,0.099,31,0.033,0.02,0.039,3290,4.8,Medium,0.53
17237,Optician,2024-04-09 03:38:28.430483,Summer,Hot,Delhi,219645,41615,0.191,26,0.014,0.052,0.053,17280,4.5,High,0.92
18669,Street Food Vendor,2024-04-09 03:54:40.753652,Summer,Very Hot,Ghaziabad,474205,40390,0.148,21,0.041,0.037,0.061,19042,4.8,High,0.83
29475,Cyber Cafe,2024-04-09 04:22:44.181104,Summer,Very Hot,Mumbai,201034,30343,0.074,31,0.026,0.053,0.06,16135,4.7,High,0.86
19157,Ice Cream Parlor,2024-04-09 05:09:27.861420,Summer,Hot,Nagpur,27780,2373,0.084,20,0.017,0.033,0.032,2561,3.8,High,0.54
27693,Mobile Repair Shop,2024-04-09 05:28:41.906118,Summer,Hot,Patna,179327,26858,0.099,10,0.01,0.035,0.076,14003,4.7,Medium,0.55
2591,Grocery Store,2024-04-09 05:32:55.698908,Summer,Hot,Chennai,267139,19211,0.026,42,0.024,0.058,0.054,2954,3.4,High,0.31
5351,Gym,2024-04-09 05:45:36.124005,Summer,Very Hot,Bhopal,283391,44680,0.047,37,0.026,0.038,0.071,11008,3.5,High,0.36
39541,Cyber Cafe,2024-04-09 06:25:51.727668,Summer,Very Hot,Indore,335747,69995,0.059,47,0.023,0.024,0.07,20108,4.6,Low,0.73
47882,Pharmacy,2024-04-09 07:20:19.069411,Summer,Hot,Delhi,181055,32119,0.108,39,0.014,0.046,0.038,5147,4.2,High,0.95
43210,Optician,2024-04-09 08:10:19.332069,Summer,Hot,Lucknow,462599,75905,0.046,1,0.028,0.036,0.076,33951,4.2,Medium,0.53
7496,Pet Shop,2024-04-09 08:23:28.462788,Summer,Hot,Pimpri-Chinchwad,141708,21118,0.09,46,0.028,0.049,0.048,5399,3.9,Low,0.31
6243,Flower Shop,2024-04-09 08:42:45.255318,Summer,Hot,Thane,243602,25425,0.114,47,0.027,0.042,0.07,16509,3.8,High,0.74
40736,Auto Parts Shop,2024-04-09 09:00:16.965908,Summer,Very Hot,Bangalore,371963,31431,0.003,16,0.041,0.059,0.04,8657,4.2,High,0.34
10360,Auto Parts Shop,2024-04-09 09:48:30.920847,Summer,Hot,Hyderabad,369167,70462,0.091,43,0.013,0.047,0.058,11746,3.2,High,0.84
27926,Hair Salon,2024-04-09 10:26:57.940772,Summer,Very Hot,Mumbai,305747,36070,0.109,4,0.049,0.036,0.066,26271,3.3,High,0.36
47711,Cyber Cafe,2024-04-09 10:37:26.040559,Summer,Very Hot,Pune,156695,22340,0.071,5,0.017,0.025,0.07,12676,3.5,Low,0.93
11453,Spice Shop,2024-04-09 10:44:54.174127,Summer,Hot,Thane,290866,37986,0.016,4,0.011,0.054,0.04,28977,4.0,High,0.56
38803,Stationery Shop,2024-04-09 10:54:59.621065,Summer,Mild,Pimpri-Chinchwad,388775,25615,0.101,31,0.021,0.029,0.049,20273,3.5,High,0.31
6777,Hair Salon,2024-04-09 11:19:11.338228,Summer,Mild,Mumbai,277882,40982,0.077,25,0.048,0.041,0.036,14438,4.0,Low,0.99
44609,Spice Shop,2024-04-09 11:27:33.547670,Summer,Very Hot,Ghaziabad,246414,32910,0.045,15,0.04,0.041,0.078,15867,3.7,Low,0.52
5211,Gym,2024-04-09 12:23:57.104073,Summer,Mild,Kolkata,132853,22235,0.035,31,0.05,0.021,0.048,2155,3.7,Low,0.36
49770,Sweet Shop,2024-04-09 12:28:36.348123,Summer,Very Hot,Indore,273375,21372,0.162,25,0.018,0.055,0.054,24846,3.5,Low,0.55
19807,Stationery Shop,2024-04-09 14:41:00.015497,Summer,Mild,Kanpur,103017,20349,0.085,21,0.012,0.054,0.075,4332,4.6,Low,0.35
2790,Street Food Vendor,2024-04-09 16:29:34.730357,Summer,Hot,Patna,203831,29003,0.001,24,0.028,0.051,0.043,7639,3.0,Low,0.94
14913,Spice Shop,2024-04-09 17:14:54.885817,Summer,Hot,Ghaziabad,204896,32204,0.073,22,0.011,0.024,0.062,11534,3.2,Medium,0.82
6982,Bakery,2024-04-09 17:31:04.375338,Summer,Mild,Vadodara,109172,6358,0.052,40,0.034,0.034,0.076,8421,3.7,Medium,0.67
46890,Bakery,2024-04-09 18:34:13.919463,Summer,Hot,Vadodara,334524,19544,0.135,6,0.037,0.048,0.039,17486,3.4,High,0.89
26854,Electrical Appliances,2024-04-09 18:36:35.781062,Summer,Hot,Ahmedabad,184932,30678,0.029,44,0.032,0.05,0.065,7813,4.4,High,0.3
31028,Clothing Store,2024-04-09 18:45:58.409536,Summer,Hot,Ahmedabad,314844,44428,0.015,15,0.024,0.043,0.047,15202,3.7,Low,0.38
38514,Grocery Store,2024-04-09 19:47:25.577091,Summer,Very Hot,Mumbai,19570,1027,0.028,6,0.014,0.023,0.047,1855,3.4,Medium,0.52
23033,Auto Parts Shop,2024-04-09 20:25:38.849599,Summer,Hot,Chennai,107776,13125,0.081,16,0.034,0.043,0.05,1886,4.0,Low,0.65
19311,Sweet Shop,2024-04-09 20:29:16.899013,Summer,Hot,Patna,113238,19321,0.165,14,0.036,0.033,0.067,2885,3.5,High,0.94
12668,Cyber Cafe,2024-04-09 22:15:01.351059,Summer,Hot,Indore,61595,7394,0.088,28,0.042,0.041,0.033,5394,4.7,Medium,0.69
43132,Dry Cleaning Service,2024-04-09 22:40:17.320803,Summer,Very Hot,Indore,15818,2124,0.047,27,0.024,0.041,0.06,833,3.0,High,0.47
20446,Tech Shop,2024-04-09 22:55:41.181182,Summer,Very Hot,Ahmedabad,432399,46649,0.003,23,0.043,0.027,0.065,32693,4.4,High,0.53
36914,Dry Cleaning Service,2024-04-09 23:46:28.334169,Summer,Mild,Kanpur,125773,7952,0.098,23,0.013,0.038,0.039,6151,4.1,Low,0.68
34187,Bookstore,2024-04-10 00:02:48.915019,Summer,Hot,Kanpur,394250,43848,0.202,27,0.02,0.021,0.077,18856,3.9,Low,0.73
18718,Shoe Store,2024-04-10 00:25:09.764138,Summer,Hot,Delhi,268710,24064,0.061,17,0.026,0.053,0.072,8235,4.7,High,0.81
29226,Sweet Shop,2024-04-10 02:13:33.141652,Summer,Very Hot,Ghaziabad,224155,38642,0.037,16,0.01,0.05,0.069,15555,3.6,High,0.73
39354,Bookstore,2024-04-10 02:18:00.701205,Summer,Hot,Kanpur,171763,14338,0.08,24,0.023,0.041,0.038,10275,4.5,High,0.56
3838,Fruit Vendor,2024-04-10 02:23:50.890153,Summer,Hot,Hyderabad,350825,35040,0.057,35,0.04,0.057,0.052,5134,4.5,Low,0.52
37557,Ice Cream Parlor,2024-04-10 03:01:50.435273,Summer,Hot,Bhopal,228128,23691,0.151,40,0.041,0.056,0.077,21379,4.4,Medium,0.79
40577,Tech Shop,2024-04-10 03:24:12.941862,Summer,Hot,Thane,198997,37072,0.149,25,0.013,0.035,0.067,18503,4.3,Medium,0.65
38006,Tailor Shop,2024-04-10 04:08:49.500732,Summer,Hot,Nagpur,242865,45892,0.118,3,0.023,0.045,0.073,13726,4.1,Medium,0.73
33854,Pet Shop,2024-04-10 04:17:42.866293,Summer,Very Hot,Thane,29556,4597,0.118,13,0.012,0.037,0.046,349,3.6,Medium,0.49
48231,Mobile Repair Shop,2024-04-10 04:24:31.121913,Summer,Hot,Ghaziabad,309645,44731,0.097,12,0.022,0.023,0.077,27250,3.7,Low,0.96
14907,Tailor Shop,2024-04-10 04:30:52.884118,Summer,Mild,Indore,366782,50419,0.02,14,0.03,0.021,0.03,11453,4.4,Medium,0.61
20788,Gym,2024-04-10 05:09:08.262080,Summer,Hot,Thane,163893,25367,0.044,2,0.013,0.052,0.074,2109,4.9,Medium,0.72
41332,Tech Shop,2024-04-10 05:51:02.058773,Summer,Hot,Mumbai,31204,5792,0.111,14,0.032,0.04,0.064,1819,4.7,Medium,0.32
19051,Bakery,2024-04-10 05:59:54.836857,Summer,Hot,Thane,159758,27915,0.147,8,0.012,0.025,0.072,8139,4.8,Low,0.67
20811,Electrical Appliances,2024-04-10 06:05:01.266935,Summer,Hot,Vadodara,401182,64623,0.151,22,0.046,0.044,0.033,15768,3.7,Low,0.44
32320,Gym,2024-04-10 06:22:48.626898,Summer,Hot,Jaipur,220167,22087,0.063,40,0.027,0.031,0.066,2063,5.0,Medium,0.4
7611,Fruit Vendor,2024-04-10 06:39:49.479210,Summer,Hot,Jaipur,363134,24972,0.077,1,0.023,0.038,0.051,27548,3.1,Medium,0.57
30409,Dry Cleaning Service,2024-04-10 07:47:11.315985,Summer,Very Hot,Pune,188311,24219,0.03,30,0.011,0.035,0.048,3210,4.8,Low,0.55
36874,Fruit Vendor,2024-04-10 08:04:21.328395,Summer,Very Hot,Kanpur,154224,7750,0.134,41,0.05,0.043,0.039,11027,4.6,High,0.35
38837,Furniture Store,2024-04-10 08:27:17.626004,Summer,Very Hot,Nagpur,277495,32233,0.17,37,0.048,0.023,0.049,4961,4.1,High,0.64
9572,Optician,2024-04-10 08:55:10.778877,Summer,Hot,Bangalore,474484,69856,0.145,34,0.048,0.049,0.052,38521,3.3,Low,0.49
46774,Optician,2024-04-10 09:17:37.902156,Summer,Very Hot,Vadodara,327102,68804,0.122,14,0.022,0.058,0.068,4844,4.8,High,0.49
38877,Shoe Store,2024-04-10 09:32:52.631768,Summer,Very Hot,Bhopal,303683,32260,0.053,15,0.032,0.029,0.04,24702,3.1,Medium,0.91
20998,Pet Shop,2024-04-10 09:41:58.306760,Summer,Very Hot,Delhi,179294,9972,0.043,20,0.044,0.052,0.048,6594,4.9,Medium,0.45
27049,Gym,2024-04-10 10:27:57.810048,Summer,Hot,Pune,177442,18136,0.151,44,0.049,0.02,0.038,2296,4.5,Medium,0.31
12416,Auto Parts Shop,2024-04-10 10:53:53.313788,Summer,Hot,Kolkata,385076,40708,0.115,21,0.035,0.021,0.075,8948,4.5,Low,0.48
3705,Jewelry Store,2024-04-10 11:02:17.871294,Summer,Very Hot,Patna,382438,65934,0.082,32,0.031,0.058,0.078,7250,3.6,Low,0.89
19027,Spice Shop,2024-04-10 11:04:23.831613,Summer,Mild,Pune,249815,15048,0.075,25,0.023,0.037,0.066,5958,4.8,Medium,0.55
24554,Auto Parts Shop,2024-04-10 11:46:28.255111,Summer,Hot,Hyderabad,259197,37674,0.033,23,0.036,0.038,0.032,16524,3.8,High,0.37
23496,Fruit Vendor,2024-04-10 12:01:53.970382,Summer,Hot,Kolkata,334232,39519,0.185,14,0.023,0.041,0.054,31314,4.0,Low,0.85
35336,Clothing Store,2024-04-10 12:30:48.093962,Summer,Hot,Pune,100721,8709,0.039,41,0.028,0.057,0.05,6759,4.9,Medium,0.3
16188,Grocery Store,2024-04-10 13:07:02.188160,Summer,Very Hot,Hyderabad,247828,41018,0.076,35,0.017,0.031,0.042,9245,4.1,High,0.38
48952,Pet Shop,2024-04-10 14:05:33.228384,Summer,Hot,Bangalore,34929,5011,0.074,40,0.019,0.047,0.03,2702,4.3,Medium,0.98
14787,Sweet Shop,2024-04-10 14:12:05.853632,Summer,Hot,Patna,292079,43873,0.096,16,0.045,0.029,0.033,11453,4.0,Medium,0.62
38303,Bakery,2024-04-10 14:26:19.544676,Summer,Mild,Jaipur,269262,14590,0.001,13,0.042,0.032,0.054,10640,3.5,Low,0.65
38289,Stationery Shop,2024-04-10 14:36:31.542584,Summer,Very Hot,Nagpur,518178,59813,0.129,30,0.018,0.049,0.062,10707,4.0,High,0.54
24318,Vegetable Vendor,2024-04-10 15:20:27.195371,Summer,Very Hot,Ghaziabad,445360,61436,0.134,17,0.037,0.032,0.065,18049,4.7,Low,0.88
21871,Bookstore,2024-04-10 16:37:30.544883,Summer,Very Hot,Delhi,308322,26681,0.041,21,0.019,0.05,0.067,15714,4.2,Medium,0.84
18895,Photo Studio,2024-04-10 16:41:56.803839,Summer,Hot,Patna,119086,16872,0.03,7,0.018,0.051,0.073,6587,4.8,High,0.65
45991,Optician,2024-04-10 17:27:25.752474,Summer,Hot,Kanpur,299831,44960,0.175,18,0.012,0.031,0.052,12816,4.0,Medium,0.51
27239,Mobile Repair Shop,2024-04-10 19:07:27.837782,Summer,Hot,Hyderabad,114168,16938,0.015,30,0.031,0.03,0.073,4969,5.0,Medium,0.79
37823,Optician,2024-04-10 19:36:52.474586,Summer,Hot,Kolkata,72029,7525,0.016,14,0.012,0.041,0.058,1403,4.6,Medium,0.68
27415,Furniture Store,2024-04-10 20:13:01.863362,Summer,Hot,Bangalore,239296,41895,0.024,28,0.017,0.049,0.047,11064,4.8,Medium,0.73
10551,Cyber Cafe,2024-04-10 20:25:45.977487,Summer,Mild,Patna,242620,24626,0.194,36,0.04,0.058,0.038,10190,3.7,Medium,0.48
22362,Dry Cleaning Service,2024-04-10 20:34:24.675010,Summer,Very Hot,Patna,437370,60874,0.168,35,0.022,0.054,0.071,33133,4.9,Medium,0.91
13742,Stationery Shop,2024-04-10 20:38:12.605880,Summer,Very Hot,Kolkata,66253,5798,0.059,34,0.035,0.022,0.061,3944,3.4,Low,0.98
25490,Tech Shop,2024-04-10 20:51:36.528366,Summer,Very Hot,Lucknow,116799,22813,0.064,15,0.014,0.024,0.052,11398,3.4,Low,0.42
5219,Vegetable Vendor,2024-04-10 20:57:59.105279,Summer,Hot,Hyderabad,359823,42788,0.019,41,0.024,0.029,0.04,7924,4.8,Low,0.57
10112,Flower Shop,2024-04-10 21:11:53.858367,Summer,Hot,Bhopal,268228,22534,0.005,11,0.031,0.022,0.054,4249,4.7,High,0.76
13130,Photo Studio,2024-04-10 21:21:11.441316,Summer,Very Hot,Hyderabad,301310,49216,0.104,9,0.048,0.055,0.065,28808,3.4,High,0.49
14212,Optician,2024-04-10 21:25:34.713704,Summer,Hot,Chennai,492815,74875,0.037,39,0.033,0.023,0.071,16425,4.2,Low,0.56
10325,Grocery Store,2024-04-10 21:37:33.908964,Summer,Hot,Indore,259240,37536,0.055,16,0.048,0.039,0.046,23910,4.3,Medium,0.65
27609,Furniture Store,2024-04-10 21:55:10.893961,Summer,Hot,Delhi,232609,26501,0.056,30,0.024,0.033,0.033,19848,4.2,Medium,0.92
24895,Optician,2024-04-10 22:04:48.330748,Summer,Very Hot,Indore,22202,2290,0.092,41,0.046,0.037,0.069,620,3.0,Low,0.56
28796,Electrical Appliances,2024-04-10 22:15:42.078176,Summer,Very Hot,Visakhapatnam,417631,48768,0.019,10,0.043,0.047,0.037,30179,4.3,Low,0.6
13735,Stationery Shop,2024-04-10 22:57:27.604306,Summer,Very Hot,Bangalore,402306,28662,0.116,16,0.013,0.053,0.048,19404,3.6,High,0.57
48042,Spice Shop,2024-04-10 22:58:29.094546,Summer,Very Hot,Indore,87112,8399,0.016,13,0.049,0.053,0.076,1272,4.8,Medium,0.54
32770,Tech Shop,2024-04-10 23:16:13.692203,Summer,Hot,Jaipur,411649,39315,0.039,14,0.022,0.03,0.058,16086,4.8,Medium,0.6
26167,Jewelry Store,2024-04-10 23:31:38.642031,Summer,Hot,Kanpur,469525,64193,0.086,40,0.016,0.059,0.07,10512,3.6,Medium,0.59
19117,Vegetable Vendor,2024-04-11 00:18:18.853119,Summer,Hot,Indore,204015,28851,0.06,46,0.012,0.047,0.077,16161,4.4,Low,0.47
36799,Tech Shop,2024-04-11 00:29:41.317819,Summer,Very Hot,Jaipur,393980,44013,0.077,40,0.021,0.021,0.037,30923,4.8,Medium,0.64
10635,Pharmacy,2024-04-11 00:48:23.006588,Summer,Very Hot,Jaipur,387365,39450,0.155,21,0.037,0.052,0.043,32805,4.7,Medium,0.61
36650,Furniture Store,2024-04-11 01:06:57.296151,Summer,Hot,Ghaziabad,369772,32598,0.174,15,0.018,0.04,0.064,15073,4.0,High,0.8
25728,Electrical Appliances,2024-04-11 01:11:53.576364,Summer,Hot,Delhi,278249,29594,0.15,1,0.044,0.049,0.068,13272,4.3,High,0.97
38538,Bookstore,2024-04-11 01:18:17.581081,Summer,Very Hot,Jaipur,153198,9407,0.102,49,0.023,0.058,0.033,14409,3.8,Medium,0.67
44529,Shoe Store,2024-04-11 01:22:13.536100,Summer,Hot,Bhopal,234706,42645,0.076,43,0.011,0.047,0.039,19856,4.6,Medium,0.91
10872,Fruit Vendor,2024-04-11 01:50:08.064244,Summer,Very Hot,Pimpri-Chinchwad,82244,8855,0.165,28,0.038,0.053,0.043,4577,3.7,Medium,0.75
45397,Dry Cleaning Service,2024-04-11 02:29:26.663435,Summer,Hot,Hyderabad,145982,22385,0.004,29,0.018,0.028,0.073,5990,3.0,Low,0.96
17211,Spice Shop,2024-04-11 03:53:03.424290,Summer,Very Hot,Pune,277644,35458,0.043,30,0.032,0.055,0.048,14151,3.3,High,0.67
28601,Spice Shop,2024-04-11 04:38:50.044083,Summer,Hot,Jaipur,490314,95984,0.051,27,0.049,0.055,0.073,48831,4.5,Low,0.69
19005,Tea Stall,2024-04-11 06:11:23.827024,Summer,Hot,Visakhapatnam,312028,16944,0.004,22,0.036,0.048,0.078,28557,4.0,High,0.98
48905,Grocery Store,2024-04-11 06:40:37.221858,Summer,Hot,Pimpri-Chinchwad,378941,24074,0.02,45,0.022,0.024,0.051,17204,4.6,Low,0.38
36947,Ice Cream Parlor,2024-04-11 07:08:52.340026,Summer,Mild,Patna,597955,104096,0.026,48,0.022,0.039,0.031,12047,4.4,High,0.99
30198,Ice Cream Parlor,2024-04-11 07:58:47.285739,Summer,Hot,Delhi,43301,5083,0.063,37,0.031,0.026,0.035,771,4.6,High,0.39
